Дата операции;Категория;Описание;Сумма в валюте счёта
11.03.2026;Транспорт;YANDEX GO MOSCOW RUS;-373,29
11.03.2026;Транспорт;METRO EKB TURNIKET;-46,56
12.03.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1837,84
12.03.2026;Супермаркеты;LENTA-186 EKATERINBURG;-1244,29
12.03.2026;Кафе;COFFEE LIKE EKB;-155,27
13.03.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1107,35
13.03.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-857,23
13.03.2026;Кафе;COFFEE LIKE EKB;-387,78
13.03.2026;Кафе;SURF COFFEE EKATERINBURG;-347,44
13.03.2026;Транспорт;YANDEX GO MOSCOW RUS;-604,61
13.03.2026;Маркетплейсы;WILDBERRIES 4715;-3821,70
14.03.2026;Супермаркеты;VKUSVILL 2281;-461,50
14.03.2026;Кафе;COFFEE LIKE EKB;-404,54
14.03.2026;Электроника;DNS SHOP EKATERINBURG;-6704,90
14.03.2026;Питомцы;ZOOMAGAZIN CHETYRE LAPY;-1873,12
15.03.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1468,24
15.03.2026;Маркетплейсы;OZON.RU MOSCOW;-1561,45
15.03.2026;Переводы;PEREVOD SBP;-6980,48
16.03.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1761,98
16.03.2026;Кафе;COFFEE LIKE EKB;-230,63
16.03.2026;Транспорт;YANDEX GO MOSCOW RUS;-811,49
16.03.2026;Автомобиль;GAZPROMNEFT AZS 152;-2333,48
16.03.2026;Маркетплейсы;WILDBERRIES 4715;-5125,05
17.03.2026;Кафе;COFFEE LIKE EKB;-375,65
18.03.2026;Развлечения;SPOTIFY P2A1B3C4;-399,00
18.03.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-2112,35
18.03.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-359,98
18.03.2026;Транспорт;METRO EKB TURNIKET;-43,50
19.03.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1520,89
19.03.2026;Супермаркеты;VKUSVILL 2281;-1251,86
19.03.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1258,07
19.03.2026;Кафе;SURF COFFEE EKATERINBURG;-450,06
19.03.2026;Рестораны;DODO PIZZA 1130;-1216,69
19.03.2026;Транспорт;YANDEX GO MOSCOW RUS;-198,36
19.03.2026;Транспорт;METRO EKB TURNIKET;-45,58
21.03.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-794,03
21.03.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-863,65
21.03.2026;Кафе;COFFEE LIKE EKB;-295,32
21.03.2026;Транспорт;YANDEX GO MOSCOW RUS;-342,54
21.03.2026;Питомцы;ZOOMAGAZIN CHETYRE LAPY;-1620,22
22.03.2026;Супермаркеты;LENTA-186 EKATERINBURG;-2721,17
22.03.2026;Маркетплейсы;WILDBERRIES 4715;-4984,70
22.03.2026;Переводы;PEREVOD SBP;-2041,95
23.03.2026;Развлечения;PLAYSTATION NETWORK PS PLUS;-799,00
23.03.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-921,93
23.03.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1583,50
23.03.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-480,58
23.03.2026;Кафе;COFFEE LIKE EKB;-392,41
23.03.2026;Кафе;SURF COFFEE EKATERINBURG;-290,24
23.03.2026;Транспорт;YANDEX GO MOSCOW RUS;-596,86
23.03.2026;Автомобиль;GAZPROMNEFT AZS 152;-1838,28
24.03.2026;Кафе;COFFEE LIKE EKB;-281,82
24.03.2026;Транспорт;YANDEX GO MOSCOW RUS;-194,73
24.03.2026;Транспорт;METRO EKB TURNIKET;-65,62
25.03.2026;Прочее;PADDLE.NET*OBSIDIAN;-850,00
25.03.2026;Супермаркеты;VKUSVILL 2281;-482,41
26.03.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-530,08
26.03.2026;Кафе;COFFEE LIKE EKB;-254,99
27.03.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1303,58
27.03.2026;Маркетплейсы;OZON.RU MOSCOW;-3202,65
27.03.2026;Переводы;PEREVOD SBP;-1717,64
28.03.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1237,43
28.03.2026;Транспорт;YANDEX GO MOSCOW RUS;-589,14
29.03.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-898,19
29.03.2026;Кафе;SURF COFFEE EKATERINBURG;-261,26
29.03.2026;Транспорт;YANDEX GO MOSCOW RUS;-721,81
29.03.2026;Транспорт;METRO EKB TURNIKET;-38,02
29.03.2026;Одежда;SPORTMASTER EKB;-1571,33
30.03.2026;Супермаркеты;LENTA-186 EKATERINBURG;-3265,30
30.03.2026;Кафе;COFFEE LIKE EKB;-330,60
31.03.2026;Связь;MTS MOBILE PAY;-650,00
31.03.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1089,98
31.03.2026;Транспорт;METRO EKB TURNIKET;-64,84
31.03.2026;Маркетплейсы;WILDBERRIES 4715;-3876,89
01.04.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-306,37
01.04.2026;Супермаркеты;VKUSVILL 2281;-1406,36
01.04.2026;Переводы;PEREVOD SBP;-6798,24
02.04.2026;Образование;COURSERA.ORG MOUNTAIN VIEW;-3990,00
02.04.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-755,77
02.04.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1409,68
02.04.2026;Кафе;COFFEE LIKE EKB;-376,94
02.04.2026;Транспорт;YANDEX GO MOSCOW RUS;-493,98
03.04.2026;Кафе;COFFEE LIKE EKB;-398,28
03.04.2026;Маркетплейсы;OZON.RU MOSCOW;-4975,43
04.04.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1667,91
04.04.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-383,74
04.04.2026;Рестораны;DODO PIZZA 1130;-1361,50
04.04.2026;Маркетплейсы;WILDBERRIES 4715;-6128,28
05.04.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-514,63
05.04.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-783,46
05.04.2026;Автомобиль;GAZPROMNEFT AZS 152;-2246,33
06.04.2026;Развлечения;NETFLIX.COM AMSTERDAM NLD;-999,00
06.04.2026;Кафе;SURF COFFEE EKATERINBURG;-234,24
06.04.2026;Переводы;PEREVOD SBP;-8760,39
07.04.2026;Супермаркеты;VKUSVILL 2281;-1090,68
07.04.2026;Кафе;COFFEE LIKE EKB;-394,87
07.04.2026;Транспорт;YANDEX GO MOSCOW RUS;-377,49
07.04.2026;Здоровье;APTEKA APREL EKB;-729,93
08.04.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-501,75
08.04.2026;Кафе;SURF COFFEE EKATERINBURG;-258,51
08.04.2026;Транспорт;METRO EKB TURNIKET;-43,96
09.04.2026;Развлечения;LITRES.RU MOSCOW RUS;-399,00
09.04.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1586,99
09.04.2026;Кафе;COFFEE LIKE EKB;-309,81
10.04.2026;Супермаркеты;VKUSVILL 2281;-1171,47
10.04.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1151,92
10.04.2026;Автомобиль;GAZPROMNEFT AZS 152;-2658,23
10.04.2026;Маркетплейсы;OZON.RU MOSCOW;-4517,52
11.04.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-945,58
11.04.2026;Кафе;COFFEE LIKE EKB;-265,73
12.04.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-659,88
12.04.2026;Супермаркеты;LENTA-186 EKATERINBURG;-1563,91
12.04.2026;Транспорт;YANDEX GO MOSCOW RUS;-758,11
13.04.2026;Кафе;COFFEE LIKE EKB;-384,05
14.04.2026;Кафе;SURF COFFEE EKATERINBURG;-270,06
14.04.2026;Переводы;PEREVOD SBP;-3697,65
15.04.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1494,76
15.04.2026;Транспорт;YANDEX GO MOSCOW RUS;-868,03
15.04.2026;Маркетплейсы;WILDBERRIES 4715;-3556,24
16.04.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1109,27
16.04.2026;Супермаркеты;VKUSVILL 2281;-1129,58
16.04.2026;Кафе;COFFEE LIKE EKB;-238,39
16.04.2026;Транспорт;METRO EKB TURNIKET;-36,31
17.04.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-720,96
17.04.2026;Кафе;SURF COFFEE EKATERINBURG;-551,34
17.04.2026;Рестораны;DODO PIZZA 1130;-774,24
17.04.2026;Транспорт;YANDEX GO MOSCOW RUS;-407,95
17.04.2026;Здоровье;APTEKA APREL EKB;-1684,86
17.04.2026;Маркетплейсы;OZON.RU MOSCOW;-4946,03
17.04.2026;Питомцы;ZOOMAGAZIN CHETYRE LAPY;-984,83
18.04.2026;Развлечения;SPOTIFY P2A1B3C4;-399,00
18.04.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1570,99
18.04.2026;Автомобиль;GAZPROMNEFT AZS 152;-2664,59
19.04.2026;Супермаркеты;LENTA-186 EKATERINBURG;-2507,04
19.04.2026;Кафе;COFFEE LIKE EKB;-272,77
20.04.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1478,46
20.04.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-600,41
20.04.2026;Кафе;COFFEE LIKE EKB;-225,13
21.04.2026;Транспорт;YANDEX GO MOSCOW RUS;-254,27
21.04.2026;Транспорт;METRO EKB TURNIKET;-63,04
21.04.2026;Маркетплейсы;WILDBERRIES 4715;-5432,08
21.04.2026;Переводы;PEREVOD SBP;-4355,99
22.04.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1744,00
22.04.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-955,97
23.04.2026;Прочее;PADDLE.NET*OBSIDIAN;-850,00
23.04.2026;Развлечения;PLAYSTATION NETWORK PS PLUS;-799,00
23.04.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1069,53
23.04.2026;Супермаркеты;VKUSVILL 2281;-734,35
23.04.2026;Маркетплейсы;OZON.RU MOSCOW;-1090,28
24.04.2026;Кафе;COFFEE LIKE EKB;-406,83
24.04.2026;Кафе;SURF COFFEE EKATERINBURG;-384,12
25.04.2026;Кафе;COFFEE LIKE EKB;-276,98
25.04.2026;Транспорт;YANDEX GO MOSCOW RUS;-531,78
25.04.2026;Транспорт;METRO EKB TURNIKET;-33,51
26.04.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-796,42
26.04.2026;Супермаркеты;LENTA-186 EKATERINBURG;-3886,66
26.04.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1642,16
26.04.2026;Маркетплейсы;WILDBERRIES 4715;-1207,87
27.04.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-386,77
27.04.2026;Рестораны;DODO PIZZA 1130;-1273,08
27.04.2026;Одежда;SPORTMASTER EKB;-3931,08
27.04.2026;Переводы;PEREVOD SBP;-3257,25
28.04.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-233,46
28.04.2026;Кафе;COFFEE LIKE EKB;-352,24
28.04.2026;Автомобиль;GAZPROMNEFT AZS 152;-3551,48
28.04.2026;Электроника;DNS SHOP EKATERINBURG;-12567,57
29.04.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-758,84
29.04.2026;Маркетплейсы;WILDBERRIES 4715;-3835,90
30.04.2026;Связь;MTS MOBILE PAY;-650,00
30.04.2026;Кафе;SURF COFFEE EKATERINBURG;-261,82
30.04.2026;Транспорт;YANDEX GO MOSCOW RUS;-650,43
01.05.2026;Супермаркеты;VKUSVILL 2281;-507,47
01.05.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-798,99
02.05.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-2281,25
02.05.2026;Транспорт;YANDEX GO MOSCOW RUS;-206,05
02.05.2026;Транспорт;METRO EKB TURNIKET;-65,01
02.05.2026;Маркетплейсы;OZON.RU MOSCOW;-5130,77
03.05.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-585,84
03.05.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-762,76
03.05.2026;Кафе;COFFEE LIKE EKB;-210,54
04.05.2026;Питомцы;ZOOMAGAZIN CHETYRE LAPY;-1374,02
04.05.2026;Переводы;PEREVOD SBP;-8501,96
05.05.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1683,31
05.05.2026;Супермаркеты;LENTA-186 EKATERINBURG;-2292,04
05.05.2026;Автомобиль;GAZPROMNEFT AZS 152;-2848,11
05.05.2026;Здоровье;APTEKA APREL EKB;-365,00
06.05.2026;Развлечения;NETFLIX.COM AMSTERDAM NLD;-999,00
06.05.2026;Кафе;COFFEE LIKE EKB;-168,53
06.05.2026;Переводы;PEREVOD SBP;-1822,43
07.05.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1142,91
07.05.2026;Супермаркеты;VKUSVILL 2281;-1398,88
07.05.2026;Транспорт;YANDEX GO MOSCOW RUS;-242,52
07.05.2026;Маркетплейсы;WILDBERRIES 4715;-540,74
08.05.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-856,20
08.05.2026;Кафе;SURF COFFEE EKATERINBURG;-274,17
08.05.2026;Маркетплейсы;OZON.RU MOSCOW;-876,93
09.05.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1644,88
09.05.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1154,69
09.05.2026;Кафе;COFFEE LIKE EKB;-158,38
09.05.2026;Рестораны;DODO PIZZA 1130;-623,32
09.05.2026;Транспорт;METRO EKB TURNIKET;-35,47
09.05.2026;Переводы;PEREVOD SBP;-6912,70
10.05.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-870,95
10.05.2026;Супермаркеты;VKUSVILL 2281;-1340,44
10.05.2026;Транспорт;YANDEX GO MOSCOW RUS;-728,51
11.05.2026;Развлечения;LITRES.RU MOSCOW RUS;-399,00
11.05.2026;Кафе;COFFEE LIKE EKB;-216,77
12.05.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-832,99
12.05.2026;Супермаркеты;LENTA-186 EKATERINBURG;-1805,81
12.05.2026;Автомобиль;GAZPROMNEFT AZS 152;-2908,76
12.05.2026;Маркетплейсы;WILDBERRIES 4715;-2870,52
12.05.2026;Электроника;DNS SHOP EKATERINBURG;-6303,75
13.05.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-471,77
14.05.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1535,94
14.05.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1686,63
14.05.2026;Кафе;COFFEE LIKE EKB;-214,41
14.05.2026;Транспорт;YANDEX GO MOSCOW RUS;-794,09
14.05.2026;Транспорт;METRO EKB TURNIKET;-53,57
15.05.2026;Кафе;COFFEE LIKE EKB;-277,86
15.05.2026;Кафе;SURF COFFEE EKATERINBURG;-387,63
15.05.2026;Здоровье;APTEKA APREL EKB;-1491,89
15.05.2026;Переводы;PEREVOD SBP;-4266,46
16.05.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-2187,47
17.05.2026;Спорт;WORLD CLASS FITNESS MOSCOW;-4990,00
17.05.2026;Транспорт;METRO EKB TURNIKET;-46,12
17.05.2026;Маркетплейсы;OZON.RU MOSCOW;-4835,17
18.05.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-2394,88
18.05.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1683,16
18.05.2026;Транспорт;YANDEX GO MOSCOW RUS;-797,25
19.05.2026;Супермаркеты;VKUSVILL 2281;-536,43
19.05.2026;Кафе;COFFEE LIKE EKB;-275,56
19.05.2026;Маркетплейсы;WILDBERRIES 4715;-1103,48
20.05.2026;Развлечения;SPOTIFY P2A1B3C4;-399,00
20.05.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1374,27
21.05.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1379,81
21.05.2026;Рестораны;DODO PIZZA 1130;-542,97
21.05.2026;Транспорт;YANDEX GO MOSCOW RUS;-508,00
21.05.2026;Переводы;PEREVOD SBP;-4104,13
22.05.2026;Развлечения;PLAYSTATION NETWORK PS PLUS;-799,00
22.05.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1458,36
22.05.2026;Кафе;SURF COFFEE EKATERINBURG;-291,50
23.05.2026;Супермаркеты;VKUSVILL 2281;-605,47
23.05.2026;Кафе;COFFEE LIKE EKB;-219,19
23.05.2026;Транспорт;METRO EKB TURNIKET;-55,25
23.05.2026;Автомобиль;GAZPROMNEFT AZS 152;-3038,27
24.05.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-548,07
25.05.2026;Прочее;PADDLE.NET*OBSIDIAN;-850,00
25.05.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1371,50
25.05.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-756,10
25.05.2026;Кафе;COFFEE LIKE EKB;-410,21
25.05.2026;Маркетплейсы;OZON.RU MOSCOW;-3749,14
25.05.2026;Одежда;SPORTMASTER EKB;-1876,09
25.05.2026;Питомцы;ZOOMAGAZIN CHETYRE LAPY;-765,70
25.05.2026;Переводы;PEREVOD SBP;-2332,34
26.05.2026;Супермаркеты;LENTA-186 EKATERINBURG;-2998,85
26.05.2026;Транспорт;YANDEX GO MOSCOW RUS;-622,07
27.05.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1625,09
27.05.2026;Супермаркеты;VKUSVILL 2281;-346,08
27.05.2026;Рестораны;DODO PIZZA 1130;-863,30
27.05.2026;Маркетплейсы;WILDBERRIES 4715;-2531,72
28.05.2026;Транспорт;METRO EKB TURNIKET;-50,61
29.05.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-826,46
29.05.2026;Кафе;COFFEE LIKE EKB;-343,96
29.05.2026;Переводы;PEREVOD SBP;-4854,94
30.05.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-452,14
30.05.2026;Транспорт;YANDEX GO MOSCOW RUS;-533,93
31.05.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1113,77
31.05.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1455,54
01.06.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1411,60
01.06.2026;Кафе;COFFEE LIKE EKB;-233,98
01.06.2026;Кафе;SURF COFFEE EKATERINBURG;-448,04
01.06.2026;Здоровье;APTEKA APREL EKB;-1359,51
02.06.2026;Связь;MTS MOBILE PAY;-650,00
02.06.2026;Супермаркеты;VKUSVILL 2281;-891,66
02.06.2026;Транспорт;YANDEX GO MOSCOW RUS;-369,61
02.06.2026;Маркетплейсы;WILDBERRIES 4715;-3863,58
03.06.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-511,94
03.06.2026;Кафе;COFFEE LIKE EKB;-306,24
03.06.2026;Автомобиль;GAZPROMNEFT AZS 152;-2492,80
03.06.2026;Маркетплейсы;OZON.RU MOSCOW;-4113,13
03.06.2026;Переводы;PEREVOD SBP;-6264,85
04.06.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-2339,84
04.06.2026;Супермаркеты;LENTA-186 EKATERINBURG;-1757,07
04.06.2026;Транспорт;METRO EKB TURNIKET;-62,29
05.06.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-556,14
06.06.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-2110,42
06.06.2026;Супермаркеты;VKUSVILL 2281;-1102,60
06.06.2026;Транспорт;YANDEX GO MOSCOW RUS;-273,02
06.06.2026;Маркетплейсы;WILDBERRIES 4715;-3986,86
07.06.2026;Кафе;COFFEE LIKE EKB;-395,17
07.06.2026;Кафе;SURF COFFEE EKATERINBURG;-236,72
08.06.2026;Развлечения;NETFLIX.COM AMSTERDAM NLD;-999,00
08.06.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1573,47
08.06.2026;Рестораны;DODO PIZZA 1130;-796,94
08.06.2026;Транспорт;METRO EKB TURNIKET;-49,10
09.06.2026;Развлечения;LITRES.RU MOSCOW RUS;-399,00
09.06.2026;Кафе;COFFEE LIKE EKB;-251,33
09.06.2026;Транспорт;YANDEX GO MOSCOW RUS;-524,15
09.06.2026;Переводы;PEREVOD SBP;-5541,64
10.06.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1737,96
10.06.2026;Транспорт;METRO EKB TURNIKET;-40,75
11.06.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-306,92
12.06.2026;Супермаркеты;LENTA-186 EKATERINBURG;-2305,64
12.06.2026;Кафе;COFFEE LIKE EKB;-309,87
12.06.2026;Автомобиль;GAZPROMNEFT AZS 152;-3389,14
12.06.2026;Маркетплейсы;OZON.RU MOSCOW;-4108,77
12.06.2026;Маркетплейсы;WILDBERRIES 4715;-4631,65
13.06.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1436,90
13.06.2026;Супермаркеты;VKUSVILL 2281;-294,22
13.06.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-631,35
13.06.2026;Одежда;SPORTMASTER EKB;-1398,47
13.06.2026;Переводы;PEREVOD SBP;-2374,41
14.06.2026;Кафе;COFFEE LIKE EKB;-374,25
14.06.2026;Транспорт;METRO EKB TURNIKET;-55,59
15.06.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-552,03
15.06.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-708,63
15.06.2026;Кафе;SURF COFFEE EKATERINBURG;-512,91
15.06.2026;Транспорт;YANDEX GO MOSCOW RUS;-200,50
17.06.2026;Спорт;WORLD CLASS FITNESS MOSCOW;-4990,00
17.06.2026;Супермаркеты;LENTA-186 EKATERINBURG;-922,01
17.06.2026;Супермаркеты;VKUSVILL 2281;-1347,53
17.06.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1840,31
17.06.2026;Кафе;COFFEE LIKE EKB;-231,43
17.06.2026;Рестораны;DODO PIZZA 1130;-1043,97
17.06.2026;Транспорт;YANDEX GO MOSCOW RUS;-683,95
18.06.2026;Развлечения;SPOTIFY P2A1B3C4;-399,00
18.06.2026;Транспорт;METRO EKB TURNIKET;-35,98
18.06.2026;Автомобиль;GAZPROMNEFT AZS 152;-2735,54
18.06.2026;Маркетплейсы;OZON.RU MOSCOW;-1164,16
18.06.2026;Переводы;PEREVOD SBP;-8867,79
19.06.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1224,31
19.06.2026;Кафе;SURF COFFEE EKATERINBURG;-402,40
19.06.2026;Транспорт;YANDEX GO MOSCOW RUS;-400,63
20.06.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-2141,77
20.06.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1671,83
20.06.2026;Маркетплейсы;WILDBERRIES 4715;-2184,37
21.06.2026;Развлечения;PLAYSTATION NETWORK PS PLUS;-799,00
21.06.2026;Кафе;COFFEE LIKE EKB;-334,75
22.06.2026;Супермаркеты;VKUSVILL 2281;-1479,60
22.06.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1215,50
22.06.2026;Рестораны;DODO PIZZA 1130;-1303,00
22.06.2026;Питомцы;ZOOMAGAZIN CHETYRE LAPY;-566,14
23.06.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-867,85
23.06.2026;Кафе;SURF COFFEE EKATERINBURG;-258,21
24.06.2026;Прочее;PADDLE.NET*OBSIDIAN;-850,00
24.06.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1054,49
24.06.2026;Кафе;COFFEE LIKE EKB;-302,80
24.06.2026;Транспорт;YANDEX GO MOSCOW RUS;-339,54
24.06.2026;Транспорт;METRO EKB TURNIKET;-65,29
24.06.2026;Маркетплейсы;OZON.RU MOSCOW;-2841,63
24.06.2026;Маркетплейсы;WILDBERRIES 4715;-4149,21
25.06.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-2218,27
25.06.2026;Кафе;COFFEE LIKE EKB;-161,09
25.06.2026;Здоровье;APTEKA APREL EKB;-899,70
25.06.2026;Переводы;PEREVOD SBP;-8535,25
26.06.2026;Кафе;COFFEE LIKE EKB;-168,62
26.06.2026;Электроника;DNS SHOP EKATERINBURG;-10539,04
27.06.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-2130,68
28.06.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1684,64
28.06.2026;Кафе;COFFEE LIKE EKB;-324,84
28.06.2026;Транспорт;YANDEX GO MOSCOW RUS;-777,40
29.06.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1586,66
29.06.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1563,63
29.06.2026;Транспорт;METRO EKB TURNIKET;-36,32
