Дата операции;Категория;Описание;Сумма в валюте счёта
31.03.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-839,60
31.03.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-463,12
31.03.2026;Переводы;PEREVOD SBP;-2641,96
01.04.2026;Развлечения;YANDEX PLUS MOSCOW RUS;-449,00
01.04.2026;Прочее;sberprime podpiska;-299,00
02.04.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1325,03
02.04.2026;Кафе;COFFEE LIKE EKB;-241,99
02.04.2026;Транспорт;YANDEX GO MOSCOW RUS;-451,61
03.04.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1623,85
03.04.2026;Кафе;SURF COFFEE EKATERINBURG;-527,78
03.04.2026;Транспорт;METRO EKB TURNIKET;-51,53
03.04.2026;Маркетплейсы;OZON.RU MOSCOW;-1513,47
03.04.2026;Маркетплейсы;WILDBERRIES 4715;-1139,91
04.04.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-2111,61
05.04.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-958,40
05.04.2026;Кафе;COFFEE LIKE EKB;-382,67
05.04.2026;Питомцы;ZOOMAGAZIN CHETYRE LAPY;-1333,42
05.04.2026;Переводы;PEREVOD SBP;-7738,31
06.04.2026;Развлечения;WINK ROSTELECOM;-299,00
06.04.2026;Спорт;WORLD CLASS EKB 653306;-3200,00
06.04.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1464,68
07.04.2026;Супермаркеты;LENTA-186 EKATERINBURG;-1331,35
07.04.2026;Супермаркеты;VKUSVILL 2281;-1186,92
07.04.2026;Кафе;COFFEE LIKE EKB;-180,80
07.04.2026;Транспорт;YANDEX GO MOSCOW RUS;-665,03
07.04.2026;Автомобиль;GAZPROMNEFT AZS 152;-2196,49
07.04.2026;Маркетплейсы;WILDBERRIES 4715;-3309,97
08.04.2026;Здоровье;APTEKA APREL EKB;-901,89
09.04.2026;Развлечения;vk music subscription;-199,00
09.04.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-527,32
09.04.2026;Транспорт;YANDEX GO MOSCOW RUS;-344,85
09.04.2026;Транспорт;METRO EKB TURNIKET;-35,09
10.04.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1610,64
11.04.2026;Кафе;COFFEE LIKE EKB;-305,80
11.04.2026;Маркетплейсы;WILDBERRIES 4715;-3512,35
12.04.2026;Прочее;apple.com/bill itunes.com;-149,00
12.04.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-2058,94
12.04.2026;Супермаркеты;VKUSVILL 2281;-937,20
12.04.2026;Рестораны;DODO PIZZA 1130;-651,40
12.04.2026;Одежда;SPORTMASTER EKB;-5017,57
13.04.2026;Развлечения;YANDEX*KINOPOISK MOSCOW RUS;-399,00
13.04.2026;Транспорт;YANDEX GO MOSCOW RUS;-632,91
13.04.2026;Транспорт;METRO EKB TURNIKET;-60,19
13.04.2026;Маркетплейсы;OZON.RU MOSCOW;-932,17
13.04.2026;Переводы;PEREVOD SBP;-1778,17
14.04.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1514,65
14.04.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1236,50
14.04.2026;Кафе;COFFEE LIKE EKB;-335,34
14.04.2026;Кафе;SURF COFFEE EKATERINBURG;-360,74
14.04.2026;Транспорт;YANDEX GO MOSCOW RUS;-818,23
15.04.2026;Супермаркеты;LENTA-186 EKATERINBURG;-2427,97
16.04.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-2335,51
16.04.2026;Супермаркеты;VKUSVILL 2281;-532,08
16.04.2026;Автомобиль;GAZPROMNEFT AZS 152;-2706,07
17.04.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1595,40
17.04.2026;Маркетплейсы;WILDBERRIES 4715;-1773,14
18.04.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1419,36
18.04.2026;Кафе;COFFEE LIKE EKB;-406,26
18.04.2026;Транспорт;YANDEX GO MOSCOW RUS;-510,33
18.04.2026;Переводы;PEREVOD SBP;-1192,77
19.04.2026;Транспорт;METRO EKB TURNIKET;-46,47
20.04.2026;Развлечения;LITRES.RU 265840;-399,00
20.04.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-665,93
20.04.2026;Супермаркеты;LENTA-186 EKATERINBURG;-1940,26
20.04.2026;Маркетплейсы;WILDBERRIES 4715;-2486,46
21.04.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-843,56
21.04.2026;Супермаркеты;VKUSVILL 2281;-800,44
21.04.2026;Транспорт;YANDEX GO MOSCOW RUS;-232,44
21.04.2026;Маркетплейсы;OZON.RU MOSCOW;-4210,65
21.04.2026;Переводы;PEREVOD SBP;-3136,97
22.04.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1330,13
22.04.2026;Кафе;COFFEE LIKE EKB;-173,00
22.04.2026;Рестораны;DODO PIZZA 1130;-1477,99
22.04.2026;Автомобиль;GAZPROMNEFT AZS 152;-2753,24
22.04.2026;Переводы;PEREVOD SBP;-6076,47
23.04.2026;Развлечения;OKKO.TV 900581;-499,00
23.04.2026;Транспорт;METRO EKB TURNIKET;-37,61
23.04.2026;Здоровье;APTEKA APREL EKB;-758,79
24.04.2026;Кафе;SURF COFFEE EKATERINBURG;-374,40
24.04.2026;Маркетплейсы;WILDBERRIES 4715;-2733,16
25.04.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-441,96
25.04.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-497,97
25.04.2026;Кафе;COFFEE LIKE EKB;-262,37
26.04.2026;Транспорт;YANDEX GO MOSCOW RUS;-851,12
26.04.2026;Маркетплейсы;OZON.RU MOSCOW;-3266,24
27.04.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-652,98
27.04.2026;Электроника;DNS SHOP EKATERINBURG;-10926,43
27.04.2026;Питомцы;ZOOMAGAZIN CHETYRE LAPY;-1153,54
27.04.2026;Переводы;PEREVOD SBP;-6525,09
28.04.2026;Супермаркеты;LENTA-186 EKATERINBURG;-3389,88
28.04.2026;Супермаркеты;VKUSVILL 2281;-1102,14
29.04.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1108,26
29.04.2026;Кафе;COFFEE LIKE EKB;-310,95
29.04.2026;Транспорт;METRO EKB TURNIKET;-49,26
29.04.2026;Маркетплейсы;WILDBERRIES 4715;-3093,59
30.04.2026;Кафе;COFFEE LIKE EKB;-252,70
30.04.2026;Автомобиль;GAZPROMNEFT AZS 152;-2999,93
01.05.2026;Развлечения;YANDEX PLUS MOSCOW RUS;-449,00
01.05.2026;Прочее;SBERPRIME PODPISKA 813536;-299,00
01.05.2026;Супермаркеты;LENTA-186 EKATERINBURG;-3842,59
01.05.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1076,48
01.05.2026;Кафе;COFFEE LIKE EKB;-395,30
01.05.2026;Транспорт;YANDEX GO MOSCOW RUS;-863,04
02.05.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1950,87
02.05.2026;Маркетплейсы;WILDBERRIES 4715;-897,71
02.05.2026;Питомцы;ZOOMAGAZIN CHETYRE LAPY;-1772,88
02.05.2026;Переводы;PEREVOD SBP;-1220,11
03.05.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-768,32
03.05.2026;Кафе;COFFEE LIKE EKB;-265,78
03.05.2026;Транспорт;METRO EKB TURNIKET;-36,21
04.05.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1266,42
04.05.2026;Супермаркеты;VKUSVILL 2281;-761,35
04.05.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-994,31
04.05.2026;Кафе;SURF COFFEE EKATERINBURG;-455,14
04.05.2026;Транспорт;YANDEX GO MOSCOW RUS;-670,12
04.05.2026;Здоровье;APTEKA APREL EKB;-663,12
04.05.2026;Маркетплейсы;OZON.RU MOSCOW;-5272,48
05.05.2026;Развлечения;WINK ROSTELECOM 338968;-299,00
05.05.2026;Спорт;WORLD CLASS EKB;-3200,00
05.05.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-2390,48
05.05.2026;Электроника;DNS SHOP EKATERINBURG;-8425,49
05.05.2026;Переводы;PEREVOD SBP;-3292,05
06.05.2026;Транспорт;YANDEX GO MOSCOW RUS;-889,56
06.05.2026;Маркетплейсы;OZON.RU MOSCOW;-4490,32
07.05.2026;Кафе;COFFEE LIKE EKB;-303,53
07.05.2026;Маркетплейсы;WILDBERRIES 4715;-2775,43
08.05.2026;Развлечения;VK MUSIC SUBSCRIPTION;-199,00
08.05.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1019,96
08.05.2026;Транспорт;METRO EKB TURNIKET;-47,97
08.05.2026;Одежда;SPORTMASTER EKB;-4134,47
09.05.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1476,00
09.05.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1746,04
09.05.2026;Кафе;SURF COFFEE EKATERINBURG;-498,85
09.05.2026;Рестораны;DODO PIZZA 1130;-557,04
09.05.2026;Переводы;PEREVOD SBP;-1586,25
10.05.2026;Прочее;apple.com/bill itunes.com;-149,00
10.05.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-736,53
10.05.2026;Транспорт;YANDEX GO MOSCOW RUS;-785,87
10.05.2026;Маркетплейсы;OZON.RU MOSCOW;-521,53
11.05.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-937,15
11.05.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-253,88
11.05.2026;Супермаркеты;VKUSVILL 2281;-418,26
11.05.2026;Автомобиль;GAZPROMNEFT AZS 152;-2063,59
12.05.2026;Супермаркеты;LENTA-186 EKATERINBURG;-2302,51
12.05.2026;Кафе;COFFEE LIKE EKB;-176,79
12.05.2026;Транспорт;METRO EKB TURNIKET;-55,13
13.05.2026;Развлечения;yandex*kinopoisk moscow rus;-399,00
13.05.2026;Прочее;openai *chatgpt subscr 454508;-2100,00
13.05.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-2334,92
13.05.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-730,11
13.05.2026;Переводы;PEREVOD SBP;-8975,89
14.05.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1875,79
14.05.2026;Маркетплейсы;OZON.RU MOSCOW;-5044,71
14.05.2026;Переводы;PEREVOD SBP;-8255,81
15.05.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1133,14
15.05.2026;Кафе;COFFEE LIKE EKB;-355,94
15.05.2026;Кафе;SURF COFFEE EKATERINBURG;-552,69
15.05.2026;Транспорт;YANDEX GO MOSCOW RUS;-434,86
15.05.2026;Маркетплейсы;WILDBERRIES 4715;-4130,81
16.05.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-438,90
16.05.2026;Транспорт;METRO EKB TURNIKET;-46,83
16.05.2026;Автомобиль;GAZPROMNEFT AZS 152;-2815,35
17.05.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-2093,66
17.05.2026;Кафе;COFFEE LIKE EKB;-171,92
17.05.2026;Транспорт;METRO EKB TURNIKET;-57,49
17.05.2026;Питомцы;ZOOMAGAZIN CHETYRE LAPY;-1198,08
18.05.2026;Развлечения;LITRES.RU;-399,00
18.05.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1773,85
18.05.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1220,88
19.05.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-647,46
19.05.2026;Супермаркеты;VKUSVILL 2281;-1031,60
19.05.2026;Кафе;COFFEE LIKE EKB;-214,76
19.05.2026;Транспорт;YANDEX GO MOSCOW RUS;-390,07
20.05.2026;Маркетплейсы;WILDBERRIES 4715;-6005,65
21.05.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1785,86
21.05.2026;Кафе;COFFEE LIKE EKB;-260,30
21.05.2026;Маркетплейсы;OZON.RU MOSCOW;-1293,88
22.05.2026;Развлечения;OKKO.TV 201414;-499,00
22.05.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-706,52
22.05.2026;Кафе;SURF COFFEE EKATERINBURG;-331,93
22.05.2026;Транспорт;YANDEX GO MOSCOW RUS;-769,33
22.05.2026;Переводы;PEREVOD SBP;-4822,15
23.05.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-759,64
23.05.2026;Супермаркеты;LENTA-186 EKATERINBURG;-1416,81
23.05.2026;Кафе;COFFEE LIKE EKB;-336,13
23.05.2026;Транспорт;METRO EKB TURNIKET;-36,27
24.05.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1557,67
24.05.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1579,99
24.05.2026;Рестораны;DODO PIZZA 1130;-700,01
25.05.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1321,31
25.05.2026;Кафе;COFFEE LIKE EKB;-227,79
25.05.2026;Транспорт;YANDEX GO MOSCOW RUS;-461,02
26.05.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-569,36
26.05.2026;Маркетплейсы;OZON.RU MOSCOW;-3910,52
27.05.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1460,42
27.05.2026;Супермаркеты;VKUSVILL 2281;-959,85
28.05.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-2171,80
28.05.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-393,88
28.05.2026;Кафе;COFFEE LIKE EKB;-226,33
28.05.2026;Здоровье;APTEKA APREL EKB;-1027,28
28.05.2026;Маркетплейсы;WILDBERRIES 4715;-1438,27
29.05.2026;Транспорт;METRO EKB TURNIKET;-49,15
29.05.2026;Переводы;PEREVOD SBP;-654,96
30.05.2026;Супермаркеты;LENTA-186 EKATERINBURG;-3741,55
30.05.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-937,67
30.05.2026;Транспорт;METRO EKB TURNIKET;-34,08
31.05.2026;Прочее;SBERPRIME PODPISKA 500156;-299,00
31.05.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1608,31
31.05.2026;Кафе;COFFEE LIKE EKB;-213,02
31.05.2026;Транспорт;YANDEX GO MOSCOW RUS;-732,60
31.05.2026;Питомцы;ZOOMAGAZIN CHETYRE LAPY;-639,48
01.06.2026;Кафе;SURF COFFEE EKATERINBURG;-531,09
01.06.2026;Маркетплейсы;OZON.RU MOSCOW;-420,59
02.06.2026;Развлечения;YANDEX PLUS MOSCOW RUS;-449,00
02.06.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1640,21
02.06.2026;Супермаркеты;LENTA-186 EKATERINBURG;-3669,95
02.06.2026;Супермаркеты;VKUSVILL 2281;-293,61
02.06.2026;Кафе;COFFEE LIKE EKB;-221,43
02.06.2026;Кафе;SURF COFFEE EKATERINBURG;-509,69
02.06.2026;Автомобиль;GAZPROMNEFT AZS 152;-3264,06
02.06.2026;Переводы;PEREVOD SBP;-3404,72
04.06.2026;Спорт;WORLD CLASS EKB;-3200,00
04.06.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1191,99
04.06.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-876,08
04.06.2026;Транспорт;YANDEX GO MOSCOW RUS;-871,26
05.06.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-2264,19
05.06.2026;Кафе;COFFEE LIKE EKB;-367,05
05.06.2026;Маркетплейсы;WILDBERRIES 4715;-4415,26
06.06.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-903,33
06.06.2026;Кафе;COFFEE LIKE EKB;-203,41
06.06.2026;Транспорт;METRO EKB TURNIKET;-45,23
07.06.2026;Развлечения;VK MUSIC SUBSCRIPTION 584714;-199,00
07.06.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-744,86
07.06.2026;Супермаркеты;VKUSVILL 2281;-832,51
07.06.2026;Транспорт;METRO EKB TURNIKET;-61,23
08.06.2026;Кафе;SURF COFFEE EKATERINBURG;-292,21
09.06.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1143,23
09.06.2026;Кафе;COFFEE LIKE EKB;-190,23
09.06.2026;Транспорт;YANDEX GO MOSCOW RUS;-771,32
09.06.2026;Одежда;SPORTMASTER EKB;-1246,11
10.06.2026;Прочее;APPLE.COM/BILL ITUNES.COM;-149,00
10.06.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1036,67
10.06.2026;Здоровье;APTEKA APREL EKB;-391,43
10.06.2026;Маркетплейсы;OZON.RU MOSCOW;-4748,01
10.06.2026;Маркетплейсы;WILDBERRIES 4715;-2530,65
11.06.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1717,12
11.06.2026;Рестораны;DODO PIZZA 1130;-623,06
11.06.2026;Транспорт;YANDEX GO MOSCOW RUS;-821,08
11.06.2026;Автомобиль;GAZPROMNEFT AZS 152;-2337,80
12.06.2026;Прочее;OPENAI *CHATGPT SUBSCR;-2100,00
12.06.2026;Супермаркеты;LENTA-186 EKATERINBURG;-1807,90
12.06.2026;Супермаркеты;VKUSVILL 2281;-322,35
12.06.2026;Кафе;COFFEE LIKE EKB;-221,72
12.06.2026;Переводы;PEREVOD SBP;-7012,33
13.06.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1883,88
13.06.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1120,14
13.06.2026;Транспорт;METRO EKB TURNIKET;-36,28
14.06.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1705,02
14.06.2026;Рестораны;DODO PIZZA 1130;-1407,49
14.06.2026;Маркетплейсы;OZON.RU MOSCOW;-1100,79
15.06.2026;Развлечения;KINOPOISK.RU 343962;-399,00
15.06.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1381,89
15.06.2026;Кафе;COFFEE LIKE EKB;-364,01
15.06.2026;Кафе;SURF COFFEE EKATERINBURG;-535,67
15.06.2026;Транспорт;YANDEX GO MOSCOW RUS;-749,37
15.06.2026;Маркетплейсы;WILDBERRIES 4715;-2955,14
16.06.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-470,89
16.06.2026;Супермаркеты;VKUSVILL 2281;-665,29
16.06.2026;Электроника;DNS SHOP EKATERINBURG;-9331,82
17.06.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-2391,88
17.06.2026;Транспорт;METRO EKB TURNIKET;-65,27
18.06.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1428,83
18.06.2026;Кафе;COFFEE LIKE EKB;-310,66
18.06.2026;Транспорт;YANDEX GO MOSCOW RUS;-335,49
19.06.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1718,71
19.06.2026;Кафе;SURF COFFEE EKATERINBURG;-377,86
19.06.2026;Транспорт;METRO EKB TURNIKET;-44,84
19.06.2026;Маркетплейсы;OZON.RU MOSCOW;-3562,19
20.06.2026;Развлечения;LITRES.RU 624902;-399,00
20.06.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-472,38
20.06.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-957,68
21.06.2026;Развлечения;OOO OKKO SPB;-599,00
21.06.2026;Супермаркеты;LENTA-186 EKATERINBURG;-1681,90
21.06.2026;Маркетплейсы;WILDBERRIES 4715;-2752,59
21.06.2026;Питомцы;ZOOMAGAZIN CHETYRE LAPY;-1926,50
21.06.2026;Переводы;PEREVOD SBP;-1817,03
22.06.2026;Супермаркеты;VKUSVILL 2281;-1203,92
22.06.2026;Кафе;COFFEE LIKE EKB;-268,57
22.06.2026;Транспорт;YANDEX GO MOSCOW RUS;-716,46
22.06.2026;Автомобиль;GAZPROMNEFT AZS 152;-2375,84
23.06.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-2261,18
23.06.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1172,32
23.06.2026;Кафе;COFFEE LIKE EKB;-276,55
23.06.2026;Транспорт;METRO EKB TURNIKET;-37,03
24.06.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1674,03
24.06.2026;Рестораны;DODO PIZZA 1130;-981,21
25.06.2026;Супермаркеты;VKUSVILL 2281;-1291,59
25.06.2026;Кафе;COFFEE LIKE EKB;-223,51
26.06.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-2152,20
