Дата операции;Категория;Описание;Сумма в валюте счёта
03.04.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-2082,79
03.04.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1027,51
03.04.2026;Переводы;PEREVOD SBP;-8760,39
04.04.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1684,18
04.04.2026;Кафе;COFFEE LIKE EKB;-307,70
04.04.2026;Транспорт;METRO EKB TURNIKET;-65,62
04.04.2026;Автомобиль;GAZPROMNEFT AZS 152;-2658,23
04.04.2026;Маркетплейсы;OZON.RU MOSCOW;-5130,77
04.04.2026;Маркетплейсы;WILDBERRIES 4715;-3835,90
05.04.2026;Развлечения;WINK ROSTELECOM;-299,00
05.04.2026;Спорт;WORLD CLASS EKB;-3200,00
06.04.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1575,75
06.04.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1067,38
06.04.2026;Кафе;COFFEE LIKE EKB;-356,71
06.04.2026;Транспорт;YANDEX GO MOSCOW RUS;-408,85
07.04.2026;Супермаркеты;LENTA-186 EKATERINBURG;-3800,38
07.04.2026;Кафе;COFFEE LIKE EKB;-252,70
08.04.2026;Развлечения;VK MUSIC SUBSCRIPTION;-199,00
08.04.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-919,18
08.04.2026;Кафе;SURF COFFEE EKATERINBURG;-366,15
08.04.2026;Транспорт;METRO EKB TURNIKET;-59,15
08.04.2026;Одежда;SPORTMASTER EKB;-6060,65
09.04.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1435,35
09.04.2026;Транспорт;YANDEX GO MOSCOW RUS;-862,96
10.04.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-2344,08
10.04.2026;Кафе;COFFEE LIKE EKB;-353,44
10.04.2026;Маркетплейсы;OZON.RU MOSCOW;-876,93
10.04.2026;Переводы;PEREVOD SBP;-1279,94
11.04.2026;Прочее;APPLE.COM/BILL ITUNES.COM;-149,00
11.04.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1360,13
11.04.2026;Супермаркеты;VKUSVILL 2281;-309,47
11.04.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1059,92
12.04.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-2045,16
12.04.2026;Рестораны;DODO PIZZA 1130;-877,26
12.04.2026;Транспорт;METRO EKB TURNIKET;-64,84
12.04.2026;Автомобиль;GAZPROMNEFT AZS 152;-2664,59
12.04.2026;Маркетплейсы;WILDBERRIES 4715;-540,74
13.04.2026;Супермаркеты;LENTA-186 EKATERINBURG;-2113,13
13.04.2026;Кафе;COFFEE LIKE EKB;-380,43
13.04.2026;Транспорт;YANDEX GO MOSCOW RUS;-773,53
13.04.2026;Переводы;PEREVOD SBP;-4355,99
14.04.2026;Развлечения;YANDEX*KINOPOISK MOSCOW RUS;-399,00
14.04.2026;Супермаркеты;VKUSVILL 2281;-703,68
14.04.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-660,75
14.04.2026;Кафе;SURF COFFEE EKATERINBURG;-196,38
14.04.2026;Транспорт;YANDEX GO MOSCOW RUS;-889,70
15.04.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1606,52
15.04.2026;Здоровье;APTEKA APREL EKB;-473,66
16.04.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-596,37
16.04.2026;Транспорт;YANDEX GO MOSCOW RUS;-657,32
16.04.2026;Транспорт;METRO EKB TURNIKET;-37,17
16.04.2026;Питомцы;ZOOMAGAZIN CHETYRE LAPY;-566,14
17.04.2026;Кафе;COFFEE LIKE EKB;-351,83
17.04.2026;Маркетплейсы;WILDBERRIES 4715;-2870,52
18.04.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1785,51
18.04.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-962,03
18.04.2026;Супермаркеты;VKUSVILL 2281;-698,56
18.04.2026;Кафе;SURF COFFEE EKATERINBURG;-298,87
18.04.2026;Электроника;DNS SHOP EKATERINBURG;-2417,10
18.04.2026;Переводы;PEREVOD SBP;-1837,98
19.04.2026;Развлечения;LITRES.RU;-399,00
19.04.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-415,31
19.04.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1077,03
19.04.2026;Кафе;COFFEE LIKE EKB;-297,46
19.04.2026;Транспорт;YANDEX GO MOSCOW RUS;-716,95
19.04.2026;Маркетплейсы;OZON.RU MOSCOW;-4835,17
21.04.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1257,78
21.04.2026;Супермаркеты;VKUSVILL 2281;-954,26
21.04.2026;Кафе;COFFEE LIKE EKB;-209,24
22.04.2026;Развлечения;OKKO.TV;-499,00
22.04.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-485,97
22.04.2026;Транспорт;METRO EKB TURNIKET;-36,31
22.04.2026;Автомобиль;GAZPROMNEFT AZS 152;-3551,48
23.04.2026;Кафе;COFFEE LIKE EKB;-267,68
23.04.2026;Кафе;SURF COFFEE EKATERINBURG;-435,67
23.04.2026;Транспорт;YANDEX GO MOSCOW RUS;-514,06
23.04.2026;Переводы;PEREVOD SBP;-8501,96
24.04.2026;Рестораны;DODO PIZZA 1130;-1388,53
24.04.2026;Маркетплейсы;WILDBERRIES 4715;-1103,48
25.04.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-804,21
25.04.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-773,33
25.04.2026;Супермаркеты;LENTA-186 EKATERINBURG;-3218,72
25.04.2026;Транспорт;YANDEX GO MOSCOW RUS;-308,86
26.04.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-296,13
26.04.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1761,98
26.04.2026;Кафе;COFFEE LIKE EKB;-333,37
26.04.2026;Транспорт;YANDEX GO MOSCOW RUS;-595,58
26.04.2026;Транспорт;METRO EKB TURNIKET;-60,89
27.04.2026;Маркетплейсы;OZON.RU MOSCOW;-3749,14
28.04.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1642,22
28.04.2026;Транспорт;YANDEX GO MOSCOW RUS;-244,78
29.04.2026;Кафе;COFFEE LIKE EKB;-259,17
29.04.2026;Автомобиль;GAZPROMNEFT AZS 152;-2848,11
30.04.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1354,03
30.04.2026;Транспорт;YANDEX GO MOSCOW RUS;-427,05
30.04.2026;Переводы;PEREVOD SBP;-5567,90
01.05.2026;Прочее;SBERPRIME PODPISKA;-299,00
01.05.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1078,85
01.05.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1248,99
01.05.2026;Супермаркеты;VKUSVILL 2281;-1189,35
01.05.2026;Кафе;SURF COFFEE EKATERINBURG;-326,54
01.05.2026;Питомцы;ZOOMAGAZIN CHETYRE LAPY;-1834,04
02.05.2026;Развлечения;YANDEX PLUS MOSCOW RUS;-449,00
02.05.2026;Супермаркеты;VKUSVILL 2281;-1407,95
02.05.2026;Кафе;COFFEE LIKE EKB;-184,46
02.05.2026;Транспорт;YANDEX GO MOSCOW RUS;-788,99
02.05.2026;Маркетплейсы;WILDBERRIES 4715;-2531,72
03.05.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-875,31
03.05.2026;Одежда;SPORTMASTER EKB;-1398,47
04.05.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1367,86
04.05.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-480,58
04.05.2026;Рестораны;DODO PIZZA 1130;-1213,01
04.05.2026;Транспорт;METRO EKB TURNIKET;-33,51
05.05.2026;Развлечения;WINK ROSTELECOM;-299,00
05.05.2026;Спорт;WORLD CLASS EKB;-3200,00
05.05.2026;Кафе;SURF COFFEE EKATERINBURG;-558,75
06.05.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-2268,24
06.05.2026;Кафе;COFFEE LIKE EKB;-318,01
06.05.2026;Автомобиль;GAZPROMNEFT AZS 152;-2908,76
06.05.2026;Маркетплейсы;OZON.RU MOSCOW;-4113,13
06.05.2026;Переводы;PEREVOD SBP;-6912,70
07.05.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1482,94
07.05.2026;Транспорт;YANDEX GO MOSCOW RUS;-414,16
08.05.2026;Развлечения;VK MUSIC SUBSCRIPTION;-199,00
08.05.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-675,97
08.05.2026;Супермаркеты;LENTA-186 EKATERINBURG;-2914,65
08.05.2026;Супермаркеты;VKUSVILL 2281;-1251,86
08.05.2026;Маркетплейсы;WILDBERRIES 4715;-3863,58
09.05.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1836,58
10.05.2026;Кафе;COFFEE LIKE EKB;-302,39
10.05.2026;Транспорт;YANDEX GO MOSCOW RUS;-851,09
10.05.2026;Здоровье;APTEKA APREL EKB;-1844,39
11.05.2026;Прочее;APPLE.COM/BILL ITUNES.COM;-149,00
11.05.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1062,69
11.05.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-887,42
11.05.2026;Кафе;SURF COFFEE EKATERINBURG;-393,64
11.05.2026;Транспорт;METRO EKB TURNIKET;-37,76
11.05.2026;Переводы;PEREVOD SBP;-922,98
12.05.2026;Прочее;OPENAI *CHATGPT SUBSCR;-2100,00
12.05.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-2378,21
12.05.2026;Транспорт;YANDEX GO MOSCOW RUS;-757,63
12.05.2026;Маркетплейсы;WILDBERRIES 4715;-3986,86
12.05.2026;Питомцы;ZOOMAGAZIN CHETYRE LAPY;-1367,45
13.05.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1409,68
13.05.2026;Кафе;COFFEE LIKE EKB;-157,32
14.05.2026;Развлечения;YANDEX*KINOPOISK MOSCOW RUS;-399,00
14.05.2026;Транспорт;YANDEX GO MOSCOW RUS;-403,31
15.05.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1651,20
15.05.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-432,89
15.05.2026;Супермаркеты;VKUSVILL 2281;-479,54
15.05.2026;Кафе;COFFEE LIKE EKB;-274,66
15.05.2026;Рестораны;DODO PIZZA 1130;-1120,06
15.05.2026;Маркетплейсы;OZON.RU MOSCOW;-4108,77
16.05.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-2073,13
16.05.2026;Кафе;SURF COFFEE EKATERINBURG;-303,45
17.05.2026;Кафе;COFFEE LIKE EKB;-163,58
17.05.2026;Транспорт;YANDEX GO MOSCOW RUS;-409,52
17.05.2026;Автомобиль;GAZPROMNEFT AZS 152;-3038,27
18.05.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1934,08
18.05.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1140,28
18.05.2026;Маркетплейсы;WILDBERRIES 4715;-4631,65
18.05.2026;Переводы;PEREVOD SBP;-4104,13
19.05.2026;Развлечения;LITRES.RU;-399,00
19.05.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1600,43
19.05.2026;Супермаркеты;VKUSVILL 2281;-1406,36
19.05.2026;Кафе;COFFEE LIKE EKB;-238,25
19.05.2026;Транспорт;METRO EKB TURNIKET;-35,47
20.05.2026;Транспорт;METRO EKB TURNIKET;-58,79
21.05.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-976,14
21.05.2026;Супермаркеты;LENTA-186 EKATERINBURG;-915,89
21.05.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1151,92
21.05.2026;Маркетплейсы;OZON.RU MOSCOW;-1164,16
22.05.2026;Развлечения;OKKO.TV;-499,00
22.05.2026;Кафе;COFFEE LIKE EKB;-355,53
22.05.2026;Транспорт;YANDEX GO MOSCOW RUS;-545,36
23.05.2026;Кафе;COFFEE LIKE EKB;-374,62
23.05.2026;Рестораны;DODO PIZZA 1130;-1040,07
24.05.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-876,90
24.05.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-329,86
24.05.2026;Транспорт;METRO EKB TURNIKET;-46,12
25.05.2026;Супермаркеты;VKUSVILL 2281;-1230,16
25.05.2026;Кафе;SURF COFFEE EKATERINBURG;-275,30
25.05.2026;Транспорт;YANDEX GO MOSCOW RUS;-881,56
25.05.2026;Электроника;DNS SHOP EKATERINBURG;-6662,58
25.05.2026;Переводы;PEREVOD SBP;-5660,15
26.05.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1759,68
26.05.2026;Рестораны;DODO PIZZA 1130;-1638,93
26.05.2026;Маркетплейсы;WILDBERRIES 4715;-2184,37
27.05.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-2142,84
27.05.2026;Кафе;COFFEE LIKE EKB;-218,11
27.05.2026;Маркетплейсы;OZON.RU MOSCOW;-2841,63
28.05.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-365,67
28.05.2026;Супермаркеты;VKUSVILL 2281;-1171,47
28.05.2026;Транспорт;YANDEX GO MOSCOW RUS;-473,41
28.05.2026;Автомобиль;GAZPROMNEFT AZS 152;-2492,80
29.05.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1246,91
29.05.2026;Супермаркеты;LENTA-186 EKATERINBURG;-3594,61
29.05.2026;Переводы;PEREVOD SBP;-4854,94
30.05.2026;Кафе;COFFEE LIKE EKB;-295,64
30.05.2026;Транспорт;YANDEX GO MOSCOW RUS;-313,18
30.05.2026;Маркетплейсы;WILDBERRIES 4715;-4149,21
31.05.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-600,41
31.05.2026;Кафе;SURF COFFEE EKATERINBURG;-464,87
31.05.2026;Транспорт;METRO EKB TURNIKET;-35,65
31.05.2026;Здоровье;APTEKA APREL EKB;-1866,70
01.06.2026;Прочее;SBERPRIME PODPISKA;-299,00
01.06.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-974,53
01.06.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-358,29
01.06.2026;Транспорт;YANDEX GO MOSCOW RUS;-624,04
02.06.2026;Развлечения;YANDEX PLUS MOSCOW RUS;-449,00
02.06.2026;Кафе;COFFEE LIKE EKB;-419,98
03.06.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-2222,26
03.06.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1211,94
03.06.2026;Транспорт;METRO EKB TURNIKET;-50,61
03.06.2026;Маркетплейсы;OZON.RU MOSCOW;-2434,66
04.06.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1408,17
04.06.2026;Супермаркеты;VKUSVILL 2281;-567,73
04.06.2026;Кафе;COFFEE LIKE EKB;-360,93
04.06.2026;Кафе;SURF COFFEE EKATERINBURG;-541,82
04.06.2026;Одежда;SPORTMASTER EKB;-7504,61
04.06.2026;Переводы;PEREVOD SBP;-3433,97
05.06.2026;Развлечения;WINK ROSTELECOM;-299,00
05.06.2026;Спорт;WORLD CLASS EKB;-3200,00
05.06.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1274,41
05.06.2026;Супермаркеты;LENTA-186 EKATERINBURG;-3997,86
06.06.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1642,16
06.06.2026;Транспорт;YANDEX GO MOSCOW RUS;-719,59
06.06.2026;Автомобиль;GAZPROMNEFT AZS 152;-3389,14
07.06.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1487,65
08.06.2026;Развлечения;VK MUSIC SUBSCRIPTION;-199,00
08.06.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-975,36
08.06.2026;Кафе;COFFEE LIKE EKB;-325,97
08.06.2026;Рестораны;DODO PIZZA 1130;-878,97
08.06.2026;Питомцы;ZOOMAGAZIN CHETYRE LAPY;-1768,42
09.06.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1546,62
09.06.2026;Здоровье;APTEKA APREL EKB;-1845,67
10.06.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-866,50
10.06.2026;Кафе;SURF COFFEE EKATERINBURG;-463,28
10.06.2026;Транспорт;YANDEX GO MOSCOW RUS;-838,65
10.06.2026;Транспорт;METRO EKB TURNIKET;-64,49
10.06.2026;Маркетплейсы;OZON.RU MOSCOW;-2246,36
11.06.2026;Прочее;APPLE.COM/BILL ITUNES.COM;-149,00
11.06.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1150,75
11.06.2026;Супермаркеты;VKUSVILL 2281;-734,35
11.06.2026;Кафе;COFFEE LIKE EKB;-203,83
12.06.2026;Прочее;OPENAI *CHATGPT SUBSCR;-2100,00
12.06.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-776,19
12.06.2026;Кафе;COFFEE LIKE EKB;-155,50
12.06.2026;Транспорт;METRO EKB TURNIKET;-49,10
12.06.2026;Автомобиль;GAZPROMNEFT AZS 152;-2735,54
12.06.2026;Маркетплейсы;WILDBERRIES 4715;-5321,97
12.06.2026;Переводы;PEREVOD SBP;-5541,64
13.06.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-1584,79
13.06.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-762,76
14.06.2026;Развлечения;YANDEX*KINOPOISK MOSCOW RUS;-399,00
14.06.2026;Транспорт;METRO EKB TURNIKET;-50,85
15.06.2026;Кафе;COFFEE LIKE EKB;-330,75
15.06.2026;Кафе;SURF COFFEE EKATERINBURG;-292,30
15.06.2026;Рестораны;DODO PIZZA 1130;-1361,50
15.06.2026;Транспорт;YANDEX GO MOSCOW RUS;-491,06
16.06.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-509,09
16.06.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-514,68
16.06.2026;Маркетплейсы;OZON.RU MOSCOW;-2611,35
17.06.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-213,43
18.06.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-418,00
18.06.2026;Супермаркеты;LENTA-186 EKATERINBURG;-1334,50
18.06.2026;Кафе;COFFEE LIKE EKB;-302,27
18.06.2026;Кафе;SURF COFFEE EKATERINBURG;-410,81
18.06.2026;Транспорт;YANDEX GO MOSCOW RUS;-870,93
18.06.2026;Транспорт;METRO EKB TURNIKET;-55,59
19.06.2026;Развлечения;LITRES.RU;-399,00
19.06.2026;Супермаркеты;VKUSVILL 2281;-308,02
19.06.2026;Маркетплейсы;WILDBERRIES 4715;-2901,07
19.06.2026;Одежда;SPORTMASTER EKB;-3787,61
20.06.2026;Супермаркеты;PYATEROCHKA 12043 EKB;-830,77
20.06.2026;Переводы;PEREVOD SBP;-4978,94
21.06.2026;Рестораны;YANDEX.EDA MOSCOW RUS;-1686,63
21.06.2026;Кафе;COFFEE LIKE EKB;-357,06
21.06.2026;Транспорт;YANDEX GO MOSCOW RUS;-612,30
22.06.2026;Развлечения;OKKO.TV;-499,00
22.06.2026;Супермаркеты;MAGNIT MM ROSSIYANKA EKB;-1967,53
22.06.2026;Кафе;SURF COFFEE EKATERINBURG;-552,79
22.06.2026;Рестораны;DODO PIZZA 1130;-1591,83
22.06.2026;Транспорт;METRO EKB TURNIKET;-42,48
22.06.2026;Электроника;DNS SHOP EKATERINBURG;-3153,78
